C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|1|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|2|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|3|A picture of the region R.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|4|A picture of the region R.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|5|A picture of the region R.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.1 Areas Between Curves Worksheet_Solutions.docx|6|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|1|A picture of the region R. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|2|A picture of the region R being rotated about the line y=8.  Several disk cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|3|A picture of the region R being rotated about the line x=16.  Several disk cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|4|A picture of the region R being rotated about the line x=64.  Several washer cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|5|A picture of the give region. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|6|A picture of the region R being rotated about the line y=15.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|7|
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|6|A picture of the region R being rotated about the line y=15.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|5|A picture of the given region. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|6|A picture of the region R being rotated about the line y=15.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|7|A picture of the given region. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|8|A picture of the region R being rotated about the line x=-5.  Several washer cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|9|A picture of the region R being rotated about the line y=24.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|10|A picture of the region R being used as a base and a solid region is built on top of it with cross-sections that are squares running perpendicular to the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|11|A picture of the region R. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|12|A picture of the region R being rotated about the line x=5.  Several disk cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|13|A picture of the region R being rotated about the line x=9.  Several washer cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|14|A picture of the region R being used as a base and a solid region is built on top of it with cross-sections that are equilateral triangles running perpendicular to the x-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|15|A picture of the region R. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|16|A picture of the region R being rotated about the line y=220.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|17|A picture of the region R being used as a base and a solid region is built on top of it with cross-sections that are semi-circles running perpendicular to the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|18|A picture of the region R. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|19|A picture of the region R being rotated about the line y=0.  Several washer cross-sections are shown stacking from left to right.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2 Worksheet_Solutions.docx|20|A picture of the region R being rotated about the line x=-1.  Several washer cross-sections are shown stacking from bottom to top.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|1|A picture of the region R being the foundation of a solid with cross sections that are semi-circles that are perpendicular to the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|2|A picture of the region R.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|3|A picture of the region R being the foundation of a solid with cross sections that are squares that are perpendicular to the x-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|4|A picture of the region R.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|5|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|6|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|7|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.2&1.3 Worksheet_Solutions.docx|8|A picture of the given region.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.4 Worksheet_Solutions.docx|1|A picture of the given curve on the given interval.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.4 Worksheet_Solutions.docx|2|A picture of the given curve on the given interval.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|1|A picture of the given curve on the given interval and the resulting 3D surface obtained after rotating the curve about the x-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|2|A picture of the 3D surface obtained after rotating the curve about the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|3|A picture of the given curve on the given interval and the resulting 3D surface obtained after rotating the curve about the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|4|A picture of the 3D surface obtained after rotating the curve about the x-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|5|A picture of the curve y=sqrt(x) on [1,4].
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|6|A picture of the curve x=2sqrt(1+y) on the interval of y-values [0,1]. 
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|7|A picture of the 3D surface obtained after rotating the curve about the x-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|8|A picture of the 3D surface obtained after rotating the curve about the y-axis.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|9|A picture of the cruve y=sin(pix) on [0,pi].  This picture highlights the left half this curve in blue and the right half in red.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.5 Worksheet_Solutions.docx|10|A picture of the cruve y=sin(pix) on [0,pi].
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.6 Work Worksheet.docx|1|A picture of a trough described in the question.
C:\Users\me\OneDrive - William Rainey Harper College\Summer 2026\MTH 201\Notes UPDATED\Ch. 1 (Applications of Integrals)\Worksheets\1.6 Work Worksheet_Solutions.docx|1|A picture of the chain being lifted up.
