C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review.docx|1|A graph of 2 functions:  y=f(x) and y=g(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review.docx|2|A set of 6 multiple choice options for the graph of f(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review.docx|3|A graph of f(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review.docx|4|A graph of f(x) = 1/x.  The area between this curve and the x-axis on the interval [1,2] is being approximated by 4 right endpoint rectangles.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|1|A graph of 2 functions:  y=f(x) and y=g(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|2|A diagram that models the given scenario.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|3|A diagram that models the "moving" picture for the given scenario.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|4|A diagram that models the "stopped" picture for the given scenario.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|5|A number line that illustrates the behavior of f'(x) over various intervals.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|6|A number line that illustrates the behavior of f"(x) over various intervals.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|7|A set of 6 multiple choice options for the graph of f(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|8|A graph of f(x).
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|9|A graph of the function y=2-x.  The area between the curve and the x-axis is shaded on the interval [2,6].
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|10|A graph of f(x) = 1/x.  The area between this curve and the x-axis on the interval [1,2] is being approximated by 4 right endpoint rectangles.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 200\Blended Sessions\Course Review\Course Review_Solutions.docx|11|A picture of f(x), showing the vertex and x-intercepts of this parabola.
